ubigeo;aet;pet;pr;ro;soil;tmmn;tmmx;vs
10101;71.337249;87.183192;73.801097;3.646367;45.818541;9.90327;21.568979;23.906858
10102;72.277943;78.608898;97.241519;7.235182;137.670617;7.656552;19.241379;25.633793
10103;66.425861;92.995778;67.10102;3.041087;28.116154;9.83629;22.781991;24.89818
10104;72.792804;83.671611;80.579094;4.249585;75.242195;9.263204;20.95;23.672007
10105;72.561299;81.80585;86.524977;5.061516;105.812767;8.840734;20.291259;24.406031
10106;68.308783;90.546905;75.533591;4.38116;40.588933;7.772948;21.21144;27.160296
10107;71.05625;75.890925;111.942392;24.816615;171.193315;5.278766;17.391966;27.912626
10108;70.842568;90.176981;65.958897;3;30.998582;11.379787;22.63484;22.469149
10109;72.697227;83.562457;87.606797;6.013225;51.378223;7.457932;20.105622;26.375201
10110;73.149527;84.153236;94.683936;6.507088;59.81149;4.918435;18.493338;29.745019
10111;71.525934;85.19458;80.878706;4.498709;54.152921;8.451163;20.576744;25.517442
10112;71.947967;85.108911;80.447514;4.561813;48.116546;8.355866;20.668231;25.413087
10113;72.972719;84.345225;87.835298;7.321331;48.604777;7.355937;20.154062;26.599062
10114;72.856858;80.934844;91.850455;7.754867;118.989595;8.38309;20.060678;24.368878
10115;72.646746;83.347871;87.6389;5.005066;52.831513;7.5833;20.43664;25.954352
10116;70.971225;76.342791;104.281242;17.432576;160.972141;6.252093;18.092326;26.936279
10117;72.367031;78.701247;100.927745;12.221507;139.112568;6.731343;18.618507;26.646269
10118;72.676513;86.237597;73.913542;3.853194;59.594643;10.345833;21.755357;22.77619
10119;72.168733;83.557496;85.531161;4.695473;62.246301;7.622517;19.944573;26.198383
10120;72.498234;81.824813;89.09752;4.99978;79.867536;7.526578;19.681728;26.020266
10121;72.925239;86.529142;73.986177;3.784801;57.75878;10.239588;21.600515;23.29
10201;84.343475;102.565247;82.882814;4.876208;103.545564;18.873529;29.518382;17.994761
10202;85.781809;94.129497;104.880316;7.8033;164.737057;15.633278;26.525507;20.23792
10203;76.310628;94.393381;78.457419;4.062381;100.283448;15.198489;26.100756;20.894962
10204;80.901781;101.761808;77.167076;4.53001;80.031982;18.566216;29.217568;18.047297
10205;91.099596;95.595049;138.785603;34.788633;105.975842;17.709277;28.366211;17.665078
10206;79.47577;96.428733;79.772507;4.386311;110.308515;16.435778;27.257782;19.822182
10301;72.63179;81.698585;87.078779;5.619642;100.270567;8.847806;20.250157;24.655094
10302;71.792648;78.007938;95.488903;9.221261;138.487796;7.972061;19.372366;25.051221
10303;71.03179;86.018054;70.210191;3.512709;42.375941;11.166412;22.233588;22.606107
10304;72.375568;81.198937;83.54513;4.542707;105.373114;10.216667;21.182946;22.895543
10305;71.859008;84.598657;76.71226;3.661669;65.240288;10.993445;22.067866;22.709512
10306;72.265223;83.442111;79.932709;4.394406;78.227993;10.139254;21.293151;23.778341
10307;69.796675;89.307831;65.756326;3.197403;26.476677;12.761039;23.710714;21.733117
10308;72.313979;81.53101;82.975369;4.657151;107.567794;9.701786;20.84375;23.507143
10309;72.628147;82.002975;86.680776;5.21525;84.686789;8.560044;20.096943;25.206659
10310;70.297054;86.752143;71.863159;3.655945;46.699145;11.744314;22.823137;22.691961
10311;71.426693;87.120908;70.652621;3.421625;47.361335;10.937188;22.114062;22.734844
10312;78.130797;85.017619;97.714048;10.326061;115.915347;13.655902;23.990918;19.798425
10401;91.859138;94.552187;161.259559;63.035787;68.477808;20.182142;30.037714;13.918733
10402;89.448421;91.959246;151.336977;52.785082;84.292993;17.9608;28.517487;16.215693
10403;89.00324;90.653042;177.394917;82.74872;55.2972;20.15082;29.983031;12.908274
10501;72.261627;89.291736;70.902992;3.679133;32.18467;10.087713;21.596928;24.076109
10502;55.732612;97.217518;52.742781;2.65039;15.011378;13.206321;24.757223;22.79684
10503;64.121896;93.883147;64.213007;3.083238;24.049547;10.578602;23.111023;24.27871
10504;72.256835;86.921587;80.320483;4.361259;40.305952;7.832488;20.236636;26.763825
10505;70.430535;87.14036;72.75995;3.624933;34.256986;8.930616;20.976988;25.993688
10506;72.560719;87.455136;77.91681;3.96115;37.64586;8.332484;20.530786;26.240764
10507;72.258104;82.823125;91.385615;6.568735;54.03699;5.659072;18.591983;29.264768
10508;72.463176;87.526103;76.630483;4.141554;36.595093;8.806294;20.794406;25.675699
10509;72.582137;88.736182;73.972916;3.749154;34.650521;9.326823;21.128776;25.067708
10510;70.817805;86.798183;73.421435;3.654717;34.912909;9.412719;21.277193;25.266447
10511;73.170693;83.687495;91.152688;4.963506;52.545656;5.978187;19.079745;28.764731
10512;64.793643;93.584986;61.887221;3.048847;21.410252;11.37773;23.192457;23.913003
10513;64.154786;94.173605;59.347979;2.689236;18.379122;11.34174;23.319093;23.760664
10514;65.345095;92.237473;67.774466;3.560139;27.208139;9.951013;22.337553;25.181055
10515;52.578003;98.393768;48.186539;2.158984;11.574126;13.490678;25.139831;22.359004
10516;71.989302;88.669923;71.85156;3.713557;32.603157;10.226056;21.687324;23.961268
10517;73.704435;87.802344;81.264043;4.331791;40.875994;7.421409;20.507453;26.832046
10518;69.854464;89.05878;70.115369;3.420222;30.139416;11.171886;22.501898;23.470166
10519;72.787591;87.474563;76.423791;4.214131;35.014362;8.713873;21.236416;25.437572
10520;69.609508;87.450303;71.17305;3.675603;31.243693;10.403771;21.992609;24.217195
10521;73.595268;86.423821;83.785635;4.741256;43.313924;7.270109;20.255707;27.095652
10522;72.092134;87.30715;75.844954;4.233083;36.559288;8.709751;21.05941;25.613039
10523;74.394286;88.881393;76.664951;4.332761;35.562037;8.818519;20.690741;25.584259
10601;72.753751;85.502743;80.661258;4.985464;66.175587;11.739659;22.96837;20.106569
10602;72.988775;88.689141;74.786833;4.035312;32.095552;12.827331;24.205707;19.236254
10603;71.399323;85.127209;75.658418;3.891727;52.710517;10.045374;21.741905;22.704286
10604;71.597938;90.676399;67.427767;3.223975;29.040463;13.609779;24.622397;18.73265
10605;71.711969;86.18779;75.95221;4.795177;37.428707;10.877789;22.763102;21.726585
10606;71.856839;86.579103;75.564281;3.888259;61.738758;11.325;22.625602;20.997741
10607;72.708165;82.322064;85.211974;5.049427;101.623402;10.174453;21.59927;21.726277
10608;72.935632;90.906472;71.122054;3.786127;25.551135;14.072832;25.043642;18.042197
10609;73.183463;84.246587;83.660949;4.574469;65.47804;11.755941;23.035754;19.802585
10610;72.846032;90.129696;70.705052;4;30.921825;13.372619;24.521429;18.757143
10611;72.75347;90.341689;70.251252;3.791139;27.087251;13.146835;24.398734;19.053165
10612;73.455688;80.949523;95.337595;8.910575;130.310011;10.826125;21.912439;20.640327
10701;68.488499;95.858136;63.923479;2.960897;35.405721;15.331153;26.424407;21.141898
10702;75.488613;88.402508;84.700702;4.472069;119.741536;12.755611;23.637375;22.08307
10703;57.444239;98.000038;53.184869;2.436935;21.074445;15.177714;26.532237;21.963898
10704;69.631859;104.879751;62.479813;2.918943;36.415011;18.360613;29.221509;19.133737
10705;63.568439;92.54959;60.935649;2.771443;22.891271;13.323749;24.491755;22.132664
10706;59.745372;94.878288;56.159826;2.687893;18.162258;12.998305;24.515797;23.134339
10707;55.999745;95.455296;53.113961;2.494937;19.864528;13.987207;25.424144;22.556847
20101;39.497847;69.862821;31.80302;2.916105;34.043297;-0.847771;13.398408;38.094397
20102;22.945661;94.111824;13.958402;0.5572;19.785843;5.222615;19.622792;35.604495
20103;12.605718;104.414541;7.95209;0.351931;11.893125;8.531754;22.748341;33.298104
20104;20.35669;92.534557;11.214677;0.542056;25.719685;5.200821;19.105158;36.98239
20105;35.791958;67.988027;33.51212;5.31286;25.887282;-0.824592;13.579376;38.155734
20106;37.273938;82.813559;26.387043;1.055276;17.186554;1.481853;16.182239;36.472394
20107;37.578122;75.127783;22.951261;0.968277;45.474447;-0.275165;13.99769;39.59343
20108;40.73192;62.055668;35.167087;3.774118;53.900128;-2.103355;11.917199;39.003399
20109;8.693091;105.271255;5.574524;0.175043;9.037034;9.866782;23.028997;34.1909
20110;26.53582;87.446561;17.657969;0.643708;26.481075;3.747067;17.819062;36.452754
20111;38.113398;76.83302;24.199034;0.976026;29.549497;-0.017119;14.376614;38.728405
20112;33.450514;65.718603;36.695362;7.783777;27.970583;-1.115851;13.340851;38.545559
20201;39.789675;71.043473;23.480591;1.005283;84.020693;-1.194179;12.775224;39.295893
20202;15.674836;96.679006;8.129943;0.394357;22.534413;6.435626;20.247438;35.819534
20203;31.232831;85.51562;15.819613;0.829084;38.655723;2.70241;17.109036;36.993373
20204;39.77737;72.291701;24.333037;1.026157;50.180375;-0.861912;13.198746;39.137051
20205;34.327725;79.810109;16.495548;0.866375;67.42946;1.01746;15.304127;38.105238
20301;57.710293;93.139455;49.038947;2.373793;18.968515;6.292308;21.374487;29.866282
20302;55.840714;92.955752;47.395664;2.011722;17.243566;6.468382;21.613235;29.785846
20303;55.607689;95.503716;46.639105;2.45755;16.105104;6.850172;21.968041;29.537801
20304;57.544959;88.108796;49.971785;1.912286;22.597987;4.928019;19.89686;31.196618
20305;57.381003;76.429535;52.558282;1.638573;28.6082;1.087288;15.665537;35.107627
20306;56.207741;73.630577;53.824266;1.498684;33.145351;1.161058;15.658654;34.957692
20401;47.662405;63.513026;48.183443;4.333215;32.343884;-1.805082;12.547473;38.54557
20402;47.748681;79.521978;42.374173;2.994376;17.95838;1.988782;16.860897;34.97231
20501;32.980201;73.970154;21.741509;1.119953;33.590348;0.835903;14.494203;35.877273
20502;14.687755;99.855238;12.203736;0.736048;12.773895;7.614286;21.614286;29.471429
20503;11.193372;100.995838;3.681774;0.320939;21.84046;8.438134;22.158215;31.461562
20504;41.520271;58.013226;35.948976;2.266986;76.476347;-2.874383;10.739394;39.493649
20505;34.98429;69.21545;19.849877;1.285654;80.250551;-0.721156;12.88883;38.037175
20506;24.944559;84.598293;16.019056;1.164271;29.505422;3.4;17.240244;33.831707
20507;4.724093;104.094847;1.610602;0.12552;8.858327;10.69264;23.39552;30.8696
20508;48.051239;65.117414;41.999073;1.502219;24.66641;-1.277495;12.402892;37.505199
20509;40.861391;67.684324;32.574867;1.590576;23.800695;-0.967949;12.674171;37.362899
20510;30.896916;73.290464;16.355793;1.140224;87.653638;0.409336;14.032573;37.783433
20511;26.10862;85.382531;18.983592;1.240323;14.902773;3.485214;17.290272;33.253891
20512;25.448917;83.665456;19.06887;1.159562;16.422134;2.885907;16.579344;34.006268
20513;34.153225;64.689329;30.046165;2.877049;21.355912;-1.313811;12.295455;37.719046
20514;31.561561;74.575172;19.09458;1.329764;38.928803;1.1;14.805202;35.952023
20515;33.852791;71.352742;22.807245;1.337772;50.273612;0.286968;13.936968;36.60873
20601;35.189081;83.089698;28.995751;3.021749;21.97157;1.608083;16.379386;36.493105
20602;32.591025;103.626126;25.38667;0.676143;11.574075;6.398361;21.810656;32.104918
20603;29.677965;100.978302;21.677767;0.391874;11.986691;5.75283;21.141509;32.723585
20604;37.957362;88.544932;26.350453;1.066284;18.150481;2.642286;17.512;35.57421
20605;34.45892;88.430555;23.544942;0.742171;23.772299;2.159524;16.912169;36.521074
20606;36.845318;69.540314;38.212081;6.829808;26.193167;-0.491099;14.035744;38.029464
20607;32.889757;101.870379;25.272316;1.07975;10.755683;5.992708;21.39375;32.404167
20608;33.888094;56.373736;40.936497;11.160937;33.533952;-2.658911;11.577921;39.852649
20609;37.561426;58.999006;42.715152;9.382185;43.000931;-2.737954;11.619312;40.082994
20610;28.800846;110.426935;23.622673;0.413288;11.289846;7.628125;22.989062;31.428125
20611;37.737958;83.684158;26.261642;1.061771;19.064071;1.533516;16.284066;36.527203
20701;52.404365;80.517138;46.584305;1.716754;20.898315;2.642928;17.488773;33.972651
20702;53.444701;89.925387;46.752882;2.155837;18.204431;5.151374;20.063202;31.241577
20703;52.571544;85.845997;45.17391;1.990372;16.818814;3.607898;18.531523;32.952891
20801;1.214108;106.929688;1.2892;0;0.357968;15.535144;25.12273;36.959936
20802;2.40844;110.520756;2.168587;0;1.561094;14.104504;25.150614;33.336873
20803;0.59776;102.058704;0.442922;0;0.191096;15.93516;24.691895;41.84242
20804;4.107842;107.161834;3.402699;0.024302;3.120438;12.927236;24.728749;31.84842
20901;34.484398;92.824928;25.975502;1.307762;81.226166;3.914692;18.794481;34.062321
20902;39.332372;87.778871;31.479316;1.47857;102.724048;2.664043;17.560426;34.92563
20903;17.13749;104.839629;12.649708;0.60772;20.862402;7.79832;22.2856;31.410179
20904;51.825003;80.21489;43.372869;1.636989;118.55347;0.718459;15.475762;36.489577
20905;27.346279;101.379773;21.17358;1.221649;39.056922;8.308225;22.371671;29.936925
20906;39.569428;89.812442;30.827178;1.473332;67.546007;3.344149;18.115691;34.373138
20907;16.119652;107.425368;12.819908;1;14.537362;9.112464;23.495072;29.764638
21001;48.887726;68.202777;47.522336;4.491179;29.140679;-0.232924;14.199724;36.68446
21002;58.083129;76.742218;56.757064;1.813662;50.458104;2.378209;16.942985;33.697164
21003;54.760923;73.421804;50.852453;1.413212;29.653359;0.943759;15.430312;35.404606
21004;45.670569;62.479973;40.733381;2.412114;53.886173;-1.747273;12.228416;38.433614
21005;57.050485;76.405616;55.68802;1.650117;42.881095;2.086389;16.590972;34.136528
21006;61.137434;81.86418;57.331501;1.990002;55.537249;3.832166;18.546178;31.685987
21007;54.01184;80.004087;47.437395;1.358602;21.227356;2.429435;17.028629;34.150806
21008;46.762622;67.818203;44.608207;4.610568;28.010352;-0.454977;13.87813;37.128111
21009;53.423771;85.089523;46.807513;1.322463;17.887581;4.065798;18.939414;32.400814
21010;59.943359;84.135456;54.136258;2.19834;45.164646;4.230017;18.95986;31.775218
21011;55.894294;81.523717;50.394783;1.47998;27.571947;3.285166;17.965041;33.103423
21012;51.009146;96.232239;45.34187;1.326302;13.286138;7.081707;22.340244;29.612195
21013;60.362757;76.574876;56.677335;1.915326;61.531166;2.384291;16.923226;33.025253
21014;50.001922;66.286891;45.217311;1.355153;37.339054;-1.096844;12.910753;37.652133
21015;54.978695;71.886674;50.222129;1.45657;31.28286;0.612414;14.874144;35.591096
21016;60.629958;90.308986;51.107388;2.235613;29.078158;5.769565;20.745652;30.455797
21101;1.15705;103.511695;0.717201;0.0221;1.699397;13.70597;23.98521;35.70025
21102;13.465431;99.207614;4.318563;0.378251;26.360105;7.552632;21.3401;33.866792
21103;0.825219;106.339015;0.869868;0;0.437839;14.916286;24.679822;37.251559
21104;12.42416;100.887147;6.411441;0.286296;19.128836;8.429825;21.904167;33.268092
21105;24.447047;87.99186;11.970765;0.600618;52.593621;4.230347;18.053902;35.940053
21201;30.081095;83.497352;27.989244;3.760723;44.493017;2.328693;17.041206;36.198363
21202;19.51239;106.403011;14.707077;1.002065;15.899521;8.944906;23.389937;30.14283
21203;30.536287;93.184889;19.511388;0.695234;26.34761;3.719298;18.644211;35.481307
21204;26.227913;98.579205;18.749957;1.203969;26.812917;5.2;20.191892;33.979704
21205;31.027637;92.414926;21.967323;0.932176;40.07165;3.754176;18.52761;35.4653
21206;29.6413;88.331413;18.59307;0.613007;35.026215;2.70659;17.241426;37.875103
21207;29.337745;94.784315;19.779669;0.736773;24.61387;3.742226;18.698081;35.411098
21208;38.070769;69.635238;38.424482;5.23428;76.137451;-0.960438;13.549966;38.771939
21209;34.636205;87.46835;24.125266;1.301723;64.95977;1.701912;16.526176;37.458446
21210;46.685674;75.99367;40.542991;2.473119;79.429363;0.113771;14.6485;37.390746
21301;48.820878;89.397308;40.849996;2.482974;13.243564;4.640323;19.747312;31.836559
21302;50.164343;85.012795;42.273886;2.459747;15.4904;3.219231;18.221314;33.178045
21303;52.758946;94.885905;43.947607;2.358373;14.941373;6.984125;22.039625;29.547
21304;54.339605;91.931583;45.145778;2.468662;15.562631;5.622337;20.608076;30.864089
21305;49.072222;93.353514;40.781277;2.455042;12.950313;6.22702;21.337879;30.363384
21306;46.903827;85.853397;39.22275;2.066699;13.244253;3.191005;18.154938;33.659279
21307;49.637231;83.626184;42.196509;2.29543;16.56469;2.392258;17.242097;34.524418
21308;49.41807;91.616611;42.10333;2.446428;14.087325;5.457911;20.544304;31.176899
21401;28.520537;71.177068;17.35366;1.096984;84.311657;0.068534;13.494289;38.318857
21402;11.763906;94.519345;5.200498;0.584108;18.852311;6.750528;20.024207;32.2878
21403;31.23492;66.997683;21.036296;1.264143;89.010535;-0.74784;12.764043;38.048837
21404;12.27422;95.953348;6.219202;0.642293;13.776271;7.074201;20.569863;30.672489
21405;2.248592;102.2098;1.046323;0.016109;2.841594;11.967815;23.485333;30.667963
21406;29.501625;76.057551;13.517523;1.120277;65.562101;1.153933;14.777079;37.446543
21407;21.669955;84.548703;16.145603;0.901424;41.004238;3.5875;17.232813;33.743136
21408;24.202151;82.960442;14.137371;1.038052;38.151624;2.886254;16.453608;34.461149
21409;3.404799;103.479793;1.087797;0.103486;6.723916;11.155889;23.171059;31.694042
21410;24.075498;80.846523;11.319784;0.972871;47.634443;2.090797;15.617582;36.508104
21501;49.567002;83.290899;39.435083;1.240563;185.531054;1.219573;15.98641;36.22833
21502;22.829294;107.202316;16.22051;1;27.933031;9.173423;23.630931;29.258258
21503;61.673714;81.76033;55.936842;1.814998;155.554273;1.705952;16.427163;34.821696
21504;34.624364;96.099848;23.007034;1.163636;50.449234;5.411818;20.498182;31.770909
21505;52.202041;84.869065;39.374581;1.60805;170.901358;1.628178;16.537394;35.553662
21506;53.652291;88.085532;39.549578;1.551068;153.909916;2.546124;17.511434;34.514466
21507;34.370248;92.861707;22.989623;1.177599;67.669624;3.836585;18.754065;34.338164
21508;35.069224;101.900347;23.657224;1.160663;61.592991;7.306502;22.142265;30.166143
21509;62.446852;84.091745;58.684509;2.856899;198.831472;2.033856;16.761416;34.514964
21510;12.274446;111.624112;9.465102;0.310696;13.844435;10.513879;24.389474;29.700976
21511;28.59572;98.717891;21.109282;0.981541;73.283512;6.395668;20.925062;32.093488
21601;49.444285;77.974444;43.15151;3.367433;23.173165;1.364209;16.237856;35.267721
21602;46.82124;83.421487;41.42243;2.886405;19.251336;2.542897;17.502507;34.25876
21603;48.494154;94.342039;39.986203;2.508518;12.039402;6.287266;21.348413;30.182756
21604;52.606468;92.290507;43.010573;2.492216;14.108844;5.886656;20.923806;30.585338
21701;42.562266;73.777884;28.493732;1.080859;46.672572;0.097716;14.275122;37.020633
21702;38.649968;63.620429;27.606162;1.682691;90.806351;-2.015163;11.669458;38.925833
21703;38.466961;70.450176;21.234613;0.954857;122.229115;-1.092645;12.696676;39.375888
21704;29.319741;83.49874;13.808769;0.8073;88.804294;2.819956;16.725;36.184268
21705;16.471554;97.029919;5.335302;0.543272;31.176766;6.904731;20.761637;33.553836
21706;29.994499;81.414025;15.939671;0.833975;91.281021;2.365441;16.207754;36.01265
21707;36.835493;72.278032;19.280599;1.097357;81.783807;-0.058995;13.56472;37.435631
21708;8.53373;102.167263;1.498602;0.345186;19.38955;8.136257;21.928612;33.717636
21709;36.715522;74.608195;19.716618;0.955303;119.525844;0.087031;13.952969;38.521631
21710;42.466771;68.81887;29.930962;1.09401;62.675327;-1.112625;12.867391;38.183065
21801;2.050792;108.480807;1.722098;0;2.106791;14.688276;25.141296;33.889695
21802;20.71819;96.889893;14.352455;0.475116;34.639462;6.200046;20.26822;35.326035
21803;0;95.380025;0;0;0.391176;15.685294;24.155882;43.063147
21804;15.536611;104.910546;10.754763;0.421565;19.832523;8.041548;22.161464;32.894745
21805;4.60031;109.965721;3.907479;0.010345;3.688561;13.327793;25.211103;31.348241
21806;1.711147;107.318964;1.717397;0;0.861493;15.395479;25.319241;34.554386
21807;0.36783;103.151029;0.215815;0;0.246952;16.09514;24.817545;41.623229
21808;0.02561;96.649578;0;0;0.4;15.950305;24.391768;42.030962
21809;0.576243;105.889828;0.588487;0;0.417934;15.932945;25.1312;38.099472
21901;40.919978;91.752954;32.035429;1.618892;19.74337;4.76738;19.880214;32.028075
21902;52.238952;95.543249;43.031712;2.300569;28.921937;7.288934;22.065984;28.772869
21903;52.774912;92.29097;46.086328;2.248498;17.4127;6.048199;20.874515;30.295845
21904;45.050738;86.662049;35.333105;1.825199;36.611764;3.174643;18.177143;33.656786
21905;58.981006;83.094155;50.099183;2.006673;82.388677;2.321357;17.173071;34.036011
21906;51.685044;87.866589;44.397359;2.080584;28.869245;3.893761;18.805615;32.846925
21907;51.46795;93.194767;43.594265;2.243699;20.521454;6.8211;21.563136;29.240312
21908;58.454435;80.317065;50.278743;1.847531;99.784477;1.005607;15.792582;35.817822
21909;46.72862;85.724778;38.162451;2.114348;33.422551;2.829907;17.816434;34.039591
21910;44.344401;92.947564;37.503548;2.466435;13.488656;5.482784;20.555988;31.355389
22001;34.617517;71.227753;34.983779;7.06117;43.661619;-0.092715;14.538054;38.123381
22002;36.663105;78.448499;23.779127;0.768737;43.933305;-0.031982;14.512072;39.499216
22003;30.171219;91.272779;26.948721;3.319518;21.445058;4.139655;19.260153;34.168817
22004;25.081949;103.173305;17.816;0.59482;14.285339;6.265128;21.398974;32.804615
22005;23.64557;92.464986;14.49791;0.388733;26.646014;4.262798;18.634127;37.461839
22006;28.320463;102.574783;20.886319;0.437195;13.055092;6.526111;21.822222;32.13
22007;37.932142;77.520778;24.564789;0.904661;38.709407;-0.235641;14.264359;39.171871
22008;46.279636;70.872103;44.639526;4.540755;32.40442;-0.286332;14.353806;37.08109
30101;58.934896;94.250424;55.62679;2.461558;13.320496;4.562416;19.852449;21.098818
30102;47.09933;90.590079;44.15164;2.313316;12.457806;0.067916;15.643324;25.544142
30103;47.759374;91.400327;44.990687;2.316785;12.511276;0.605105;16.19501;24.896248
30104;55.420644;92.838514;52.720202;2.480119;12.662822;3.45463;18.596815;20.971226
30105;66.601632;96.648167;63.365012;2.906751;16.169927;6.788572;22.055841;19.412867
30106;52.237322;91.393013;49.451202;2.377421;12.695836;1.778066;17.153904;23.038907
30107;53.798145;96.238206;50.320472;2.344928;13.095899;4.362637;19.769839;21.951286
30108;67.490243;96.847391;63.20799;2.894001;17.028068;6.773971;21.929424;18.85144
30109;58.553363;86.586624;55.471493;2.433179;14.789331;2.218386;17.429148;22.379596
30201;49.116532;92.425238;45.19267;2.360136;11.940658;0.942183;16.30688;25.146899
30202;54.189176;105.210092;52.512318;2.374376;12.003488;8.669793;24.183571;19.381242
30203;43.013719;97.427724;39.147942;2.411727;10.844855;1.687215;17.072476;25.610342
30204;57.938623;96.873563;55.240123;2.395685;13.500044;5.596065;20.95108;20.458488
30205;47.242982;96.791346;42.352188;2.406253;10.821838;2.773136;18.152193;24.118311
30206;43.74192;97.571313;37.868635;2.40252;10.599579;1.782278;17.233291;25.258481
30207;54.344401;91.960483;51.590656;2.357954;13.371934;2.356947;17.74062;23.351413
30208;62.32306;101.012425;59.698691;2.410468;13.522398;8.3704;23.680297;19.07816
30209;54.036299;96.849054;51.349653;2.386504;12.79531;4.848293;20.22532;21.425178
30210;38.189475;93.766179;33.956286;2.001257;11.032804;-0.643587;14.949449;27.794322
30211;43.664263;94.738849;39.003413;2.40186;11.434512;0.107579;15.630118;26.885039
30212;41.111279;102.443587;37.268004;2.422053;9.883055;4.767683;20.284553;23.175203
30213;50.628463;89.71349;47.142584;2.340375;12.703164;0.547133;15.866569;25.205637
30214;42.028613;100.226293;36.830304;2.433233;10.071398;3.154816;18.622946;24.227762
30215;50.623457;93.305922;45.762049;2.371814;11.845864;2.391435;17.668981;24.217747
30216;50.221172;98.665674;47.676767;2.387127;11.495413;5.006031;20.433282;21.83687
30217;46.257524;92.237422;41.75212;2.355925;11.944225;-0.533227;14.917066;27.09558
30218;47.116818;96.458589;42.692267;2.397311;10.812884;1.898159;17.241376;24.589922
30219;59.667046;102.502689;57.195318;2.379679;13.220297;8.553796;23.933623;19.274187
30301;33.526748;83.871868;29.831228;1.152882;12.455743;-3.918381;12.241946;29.701216
30302;43.869848;91.099196;40.183336;2.314723;11.574022;-0.966;14.680364;26.809455
30303;38.209337;88.634993;35.2716;2.416689;10.640581;-2.444894;13.503564;27.863365
30304;31.10314;83.993063;26.51944;0.700613;12.374448;-3.973593;12.134202;30.365589
30305;36.154318;82.500847;32.130926;1.780497;15.354754;-4.21348;12.047341;29.032546
30306;42.206649;92.61822;38.806033;2.356637;10.823689;-0.621058;15.071534;26.35619
30307;38.280699;93.53509;35.073052;2.397192;10.240546;-0.516554;15.220692;26.502985
30401;38.315695;95.150953;34.671163;2.385074;10.367007;0.32516;15.972317;26.22285
30402;45.034981;94.814321;40.614405;2.369517;11.398016;0.807471;16.361782;25.98908
30403;33.145578;90.485719;29.330364;1.390582;10.351348;-2.144195;13.678086;28.537343
30404;47.196616;97.527854;43.184129;2.332306;11.355504;3.009209;18.564817;23.53961
30405;46.947252;97.629725;41.690081;2.350365;11.190791;2.922074;18.441755;23.815691
30406;28.081236;88.768929;21.309021;0.289806;10.146993;-3.082209;12.856127;30.252158
30407;43.352097;100.676723;37.972252;2.387673;10.18308;3.800662;19.388245;23.176821
30408;43.295127;99.668799;38.918412;2.37362;10.337966;3.190573;18.779236;23.651313
30409;49.282285;91.977591;44.202711;2.329699;12.037946;1.112014;16.537872;24.99222
30410;42.163904;97.175042;37.98565;2.375555;10.308197;1.842255;17.455571;24.472826
30411;49.378906;90.905366;44.751211;2.316306;12.365482;0.77594;16.242732;25.265038
30412;36.674297;93.10947;32.871489;1.95848;10.576546;-0.956847;14.689763;27.948947
30413;42.064991;98.89798;37.735266;2.418229;10.224786;2.697826;18.316848;24.055707
30414;44.785191;96.534575;40.646403;2.345356;10.920858;2.044122;17.643053;24.319313
30415;49.360088;98.803909;44.821793;2.327389;11.726769;4.442038;19.954966;22.389212
30416;46.335635;94.817446;41.285161;2.347931;11.500604;1.441404;16.963754;25.099284
30417;41.401925;96.261413;37.630959;2.409172;10.372761;1.264896;16.888222;25.21709
30501;54.295556;89.996666;45.447097;2.16242;42.633257;0.824688;16.271834;22.215231
30502;54.401775;92.96125;47.840522;2.151814;20.345762;3.158419;18.297341;20.721455
30503;52.67649;90.336497;45.963817;2.234576;21.550047;0.379891;15.906157;23.203251
30504;51.898927;90.893292;39.981706;2.302672;42.731329;-0.853162;15.157022;24.290986
30505;56.732313;92.14889;45.883574;2.156491;64.84384;1.837009;17.302838;21.391539
30506;51.916228;89.936758;41.863409;2.326203;33.345959;-1.189183;14.735737;24.548012
30601;44.007965;100.011264;40.142024;2.130743;10.091646;5.637455;21.102151;22.184229
30602;51.356831;90.774181;46.423062;2.18973;12.27295;2.055585;17.275798;24.59734
30603;40.710238;104.354941;36.216537;2.141817;9.305075;6.669731;22.23296;21.72713
30604;48.44984;104.183029;44.396466;2.280857;11.079026;7.976645;23.443546;20.439478
30605;53.473142;96.736645;49.75699;2.370097;12.339409;5.765278;21.172222;21.522889
30606;52.501891;98.517799;48.954466;2.202067;12.185803;6.12082;21.523764;21.574869
30607;46.073474;98.569856;42.39094;2.394634;10.766799;4.55977;19.972906;23.103448
30608;52.653268;89.832402;47.656119;2.36052;12.808547;1.707656;16.926316;24.785646
30701;43.954509;89.925046;41.183257;2.338806;11.533474;-1.304035;14.393905;26.263742
30702;47.067882;89.292049;44.915838;2.287686;12.108421;-0.641563;14.909837;24.99965
30703;50.436817;91.047761;48.094471;2.335543;12.220436;1.779841;17.062888;22.415748
30704;48.811205;96.764813;45.289787;2.121303;12.828785;2.643243;17.997876;21.830985
30705;43.284009;92.001763;40.224956;2.347702;11.003008;-0.393629;15.397683;24.973938
30706;44.016038;92.32411;41.172647;2.254225;11.350763;-0.069655;15.633333;24.579195
30707;40.981753;88.911418;38.268734;2.392689;11.105576;-2.219551;13.636522;27.41406
30708;47.369145;89.561989;41.92507;2.321526;17.326179;-1.37374;14.481552;25.099546
30709;44.239423;96.153262;40.578098;2.360921;10.772476;1.349519;16.954808;23.345673
