ubigeo;aet;pet;pr;ro;soil;tmmn;tmmx;vs
230105;0.072355;117.399823;0.015238;0;0.123873;10.757425;23.425652;22.60275
230106;0.55777;115.527471;0.281721;0.016601;0.821507;5.743953;20.702054;22.906783
230107;5.162832;97.418595;2.373291;0.060276;9.946466;-2.747759;14.312188;27.189172
230108;0.013402;116.772814;0.000266;0;0.127709;9.951144;22.804225;22.779357
230109;0;110.104458;0;0;0.040618;14.222741;22.897099;29.781444
230110;0;108.848107;0;0;0.1;13.052949;23.05458;25.488269
230201;11.52442;92.310881;6.539179;0.193321;15.646823;-3.401768;12.601837;28.232595
230202;4.652332;102.881588;2.855873;0.128496;4.863701;-0.489382;15.455309;26.058871
230203;5.172331;97.357904;3.672586;0.155767;5.75953;-2.232644;13.943029;27.582812
230204;0.566286;115.104191;0.458004;0;0.540774;4.990169;20.221987;22.707611
230205;1.957043;109.601179;1.123224;0.047763;1.918462;1.926501;17.760313;24.354047
230206;1.354686;112.449339;0.698917;0;1.167596;3.633405;19.113793;23.142672
230301;0.002531;119.657755;0;0;0.096553;12.713018;24.097968;24.202368
230302;0.168166;120.232621;0.138654;0.00111;0.251232;7.879704;22.225954;22.587831
230303;0;114.55512;0;0;0.00109;13.615314;23.030313;31.475738
230401;8.193889;95.427389;4.702384;0.109406;12.911733;-3.109682;13.430003;27.391449
230402;0.267115;117.606851;0.291872;0;0.2922;5.815508;20.957989;22.240508
230403;1.94166;106.770405;0.873692;0.043499;4.190721;1.652576;17.688366;24.687681
230404;0.489672;114.562807;0.11447;0;0.567207;3.854864;19.594896;23.303349
230405;1.581072;112.668714;1.269073;0.019029;1.3811;3.612154;19.111692;23.114821
230406;9.179616;95.764039;5.215558;0.176084;11.734416;-3.246764;12.980845;27.816017
230407;3.936598;97.782466;2.49919;0.091499;8.455452;-1.812304;14.716219;26.489821
230408;7.083581;96.280326;4.006445;0.145489;9.155701;-3.056413;13.329793;27.505611
240101;4.796993;113.636984;4.051464;0;5.088168;20.745254;30.441244;31.528396
240102;2.850607;117.634973;2.264252;0;3.928966;20.54027;30.29894;32.917823
240103;3.611754;116.977821;2.139871;0;6.360536;20.160117;30.181907;34.324125
240104;12.055856;115.563245;4.598999;0.09501;13.562799;18.724428;29.950154;25.996483
240105;5.683338;118.739356;1.451961;0.063869;9.826324;18.83014;29.970157;28.735998
240106;6.718884;112.650501;4.960914;0.00222;7.98651;20.682189;30.886052;27.667811
240201;19.733333;1181.285714;0.037175;0;43;197.5;301;364
240202;4.004382;119.174826;0.194301;0.066124;8.464918;18.03218;29.388897;30.856335
240203;0.874654;118.017232;0.037434;0;2.665562;19.089476;29.671624;37.348344
240301;7.035818;111.356405;5.965072;0;5.997827;21.034251;30.350441;31.114207
240302;10.108713;108.52976;8.954918;0.10567;8.028094;21.166495;30.625515;29.560567
240303;14.702073;113.125098;8.455257;0.148557;13.296418;19.402348;30.396256;24.09889
240304;10.159963;107.874215;7.82013;0.072393;8.7475;20.958589;30.868957;28.210982
250101;84.872364;90.472019;144.357053;32.224769;178.114239;20.77159;31.479837;6.970488
250102;86.732281;91.600166;156.823571;48.876474;213.539905;21.083058;32.372102;7.731195
250103;86.985117;93.982324;131.033861;15.366945;166.00287;20.588815;31.690713;8.797355
250104;84.12658;91.393097;128.437754;9.571735;166.751978;20.794127;31.408799;7.775119
250105;85.878984;92.28816;132.788884;17.217488;206.477958;21.089033;32.088996;7.38013
250106;89.697339;94.321125;167.201444;60.562694;194.327814;21.016585;32.512431;7.653623
250107;84.878372;91.716107;127.73498;9.382324;224.861631;21.047165;31.901712;7.584342
250201;85.961819;93.1181;122.833105;8.255881;149.978185;19.219579;30.731477;10.42581
250202;88.198295;94.094166;139.012599;14.606074;153.026953;19.706264;31.088088;10.317735
250203;86.158923;93.759847;123.673418;8.68745;148.483941;20.309368;31.422285;9.452312
250204;83.504128;91.411902;131.033552;8.054632;138.420404;20.147861;30.947222;8.655067
250301;92.631742;94.816638;274.475864;177.403081;208.577877;18.999334;31.623847;11.2255
250302;91.836856;94.074913;260.279293;161.006374;203.855169;20.898255;32.611909;8.955821
250303;93.794427;95.971497;231.819618;129.705894;209.57415;20.915097;32.754425;8.427525
250401;84.540675;91.413388;154.275785;19.793862;162.718937;19.721977;30.632671;9.054005
